sitio,trilha,ponto,quadrante,dist,cap,q,m,e,rep,onça
CT-RBG-1-14,2,10,4,125,127.5,,,,,
CT-RBG-1-14,3,50,1,614,43.5,,,,,
CT-RBG-1-14,3,50,2,510,30.6,,,,,
CT-RBG-1-14,3,50,3,720,31.3,,,,,
CT-RBG-1-14,3,50,4,0,0,,,,,
CT-RBG-1-14,3,40,1,610,110.5,,,,,
CT-RBG-1-14,3,40,2,410,,,,,rep p50 q1,
CT-RBG-1-14,3,40,3,0,0,,,,,
CT-RBG-1-14,3,40,4,0,0,,,,,
CT-RBG-1-14,3,30,1,345,81.3,,,,,
CT-RBG-1-14,3,30,2,365,38.1,,,,,
CT-RBG-1-14,3,30,3,0,0,,,,,
CT-RBG-1-14,3,30,4,225,51.2,,,,,
CT-RBG-1-14,3,20,1,165,71.9,,,,,
CT-RBG-1-14,3,20,2,350,112.2,,,,,
CT-RBG-1-14,3,20,3,210,40.1,,,,,
CT-RBG-1-14,3,20,4,520,40,,,,,
CT-RBG-1-14,3,10,1,410,46.5,,,,,
CT-RBG-1-14,3,10,2,590,63.6,,,,,
CT-RBG-1-14,3,10,3,0,0,,,,,
CT-RBG-1-14,3,10,4,130,44.6,,,,,
CT-RBG-1-15,1,50,1,650,65.5,,,,,
CT-RBG-1-15,1,50,2,500,43.3,,,,,
CT-RBG-1-15,1,50,3,820,39,,,,,
CT-RBG-1-15,1,50,4,530,112.1,,,,,
CT-RBG-1-15,1,40,1,420,36.8,,,,,
CT-RBG-1-15,1,40,2,106,35.7,,,,,
CT-RBG-1-15,1,40,3,470,205.2,,,,,
CT-RBG-1-15,1,40,4,165,64.1,,1,,,
CT-RBG-1-15,1,30,1,510,39.5,,,,,
CT-RBG-1-15,1,30,2,220,14.5,,,,,
CT-RBG-1-15,1,30,3,80,281,,,,,
CT-RBG-1-15,1,30,4,235,41.7,,,,,
CT-RBG-1-15,1,20,1,190,40.9,,,,,
CT-RBG-1-15,1,20,2,178,35,,,,,
CT-RBG-1-15,1,20,3,230,46.9,,,,,
CT-RBG-1-15,1,20,4,0,0,,,,,
CT-RBG-1-15,1,10,1,565,34.6,,,,,
CT-RBG-1-15,1,10,2,500,54.4,,,,,
CT-RBG-1-15,1,10,3,370,37.2,,,,,
CT-RBG-1-15,1,10,4,210,60,,,,,
CT-RBG-1-15,2,50,1,450,98.5,,,,,
CT-RBG-1-15,2,50,2,620,45.8,,,,,
CT-RBG-1-15,2,50,3,450,35.7,,,,,
CT-RBG-1-15,2,50,4,505,76.9,,,,,
CT-RBG-1-15,2,40,1,495,170.5,,,,,
CT-RBG-1-15,2,40,2,0,0,,,,,
CT-RBG-1-15,2,40,3,320,65.2,,,,,
CT-RBG-1-15,2,40,4,430,50,,,,,
CT-RBG-1-15,2,30,1,170,160.2,,,,,
CT-RBG-1-15,2,30,2,535,46.1,,,,,
CT-RBG-1-15,2,30,3,130,61.2,,,,,
CT-RBG-1-15,2,30,4,253,33,,,,,
CT-RBG-1-15,2,20,1,485,33.9,,,,,
CT-RBG-1-15,2,20,2,180,38.9,,,,,
CT-RBG-1-15,2,20,3,0,0,,,,,
CT-RBG-1-15,2,20,4,215,65.8,,,,,
CT-RBG-1-15,2,10,1,206,175,,,,,
CT-RBG-1-15,2,10,2,137,173,,,,,
CT-RBG-1-15,2,10,3,510,47.6,,,,,
CT-RBG-1-15,2,10,4,170,32.8,,,,,
CT-RBG-1-15,3,50,1,300,31.7,,,,,
CT-RBG-1-15,3,50,2,610,47.9,,,,,
CT-RBG-1-15,3,50,3,70,33.5,,,1,,
CT-RBG-1-15,3,50,4,290,41.6,,,,,
CT-RBG-1-15,3,40,1,0,0,,,,,
CT-RBG-1-15,3,40,2,230,345.5,,,,,
CT-RBG-1-15,3,40,3,410,35.3,,,,,
CT-RBG-1-15,3,40,4,490,93.1,,1,,,
CT-RBG-1-15,3,30,1,860,89,,,,,
CT-RBG-1-15,3,30,2,570,96.1,,,,,
CT-RBG-1-15,3,30,3,180,33.6,,,,,
CT-RBG-1-15,3,30,4,425,33.9,,,,,
CT-RBG-1-15,3,20,1,380,52,,,,,
CT-RBG-1-15,3,20,2,180,35.4,,,,,
CT-RBG-1-15,3,20,3,330,51.6,,,,,
CT-RBG-1-15,3,20,4,0,0,,,,,
CT-RBG-1-15,3,10,1,300,36,,,,,
CT-RBG-1-15,3,10,2,0,0,,,,,
CT-RBG-1-15,3,10,3,0,0,,,,,
CT-RBG-1-15,3,10,4,560,49.2,,,,,
CT-RBG-1-23,1,50,1,420,47,,,,,
CT-RBG-1-23,1,50,2,330,42.1,,,,,
CT-RBG-1-23,1,50,3,610,132.9,,,1,,
CT-RBG-1-23,1,50,4,750,94.7,,,1,,
CT-RBG-1-23,1,40,1,290,141.5,,,,,
CT-RBG-1-23,1,40,2,340,56.9,,,1,,
CT-RBG-1-23,1,40,3,345,,,,,rep p50 q4,
CT-RBG-1-23,1,40,4,440,73.4,,,,,
CT-RBG-1-23,1,30,1,410,80.5,,,,,
CT-RBG-1-23,1,30,2,560,57.8,,,,,
CT-RBG-1-23,1,30,3,620,57.6,,,,,
CT-RBG-1-23,1,30,4,565,70.6,,,,,
CT-RBG-1-23,1,20,1,270,48.3,,,,,
CT-RBG-1-23,1,20,2,395,65.2,,,,,
CT-RBG-1-23,1,20,3,420,51.2,,,,,
CT-RBG-1-23,1,20,4,640,109.9,,1,,,
CT-RBG-1-23,1,10,1,320,35.6,,,,,
CT-RBG-1-23,1,10,2,260,48.4,,,,,
CT-RBG-1-23,1,10,3,495,38.9,,,,,
CT-RBG-1-23,1,10,4,200,41.7,,,,,
CT-RBG-1-23,1,50,1,470,31.5,,,,,
CT-RBG-1-23,2,50,2,720,158,,,,,
CT-RBG-1-23,2,50,3,130,93,,,,,
CT-RBG-1-23,2,50,4,380,38.9,,,,,
CT-RBG-1-23,2,40,1,620,42,,,,,
CT-RBG-1-23,2,40,2,240,91,,,,,
CT-RBG-1-23,2,40,3,385,194,,,,,
CT-RBG-1-23,2,40,4,0,0,,,,,
CT-RBG-1-23,2,30,1,850,110.2,,,,,
CT-RBG-1-23,2,30,2,255,51.2,,,,,
CT-RBG-1-23,2,30,3,500,65.7,,1,,,
CT-RBG-1-23,2,30,4,520,35.8,,,,,
CT-RBG-1-23,2,20,1,355,210.6,,,,,
CT-RBG-1-23,2,20,2,320,,,,,rep p30 q1,
CT-RBG-1-23,2,20,3,520,45,,,,,
CT-RBG-1-23,2,20,4,375,117.3,,,,,
CT-RBG-1-23,2,10,1,310,32,,,,,
CT-RBG-1-23,2,10,2,660,44.1,,,,,
CT-RBG-1-23,2,10,3,210,224.8,,,,,
CT-RBG-1-23,2,10,4,530,37.8,,,,,
CT-RBG-1-23,3,50,1,230,52.2,,,,,
CT-RBG-1-23,3,50,2,375,33,,,,,
CT-RBG-1-23,3,50,3,330,55.4,,,,,
CT-RBG-1-23,3,50,4,500,138.5,,,,,
CT-RBG-1-23,3,40,1,550,56.2,,,,,
CT-RBG-1-23,3,40,2,560,38.9,,,,,
CT-RBG-1-23,3,40,3,430,47.9,,,,,
CT-RBG-1-23,3,40,4,480,97.4,,,,,
CT-RBG-1-23,3,30,1,730,42.6,,,,,
CT-RBG-1-23,3,30,2,500,55.6,,,,,
CT-RBG-1-23,3,30,3,350,96.8,,,,,
CT-RBG-1-23,3,30,4,190,53.2,,,,,
CT-RBG-1-23,3,20,1,550,37.2,,,,,
CT-RBG-1-23,3,20,2,410,39,,,,,
CT-RBG-1-23,3,20,3,150,36.6,,,,,
CT-RBG-1-23,3,20,4,400,59.9,,,,,
CT-RBG-1-23,3,10,1,860,68.4,,,,,
CT-RBG-1-23,3,10,2,450,,,,,rep p20 q1,
CT-RBG-1-23,3,10,3,380,50.1,,,,,
CT-RBG-1-23,3,10,4,230,32.9,,,,,
CT-RBG-1-24,1,50,1,275,46.2,,,,,
CT-RBG-1-24,1,50,2,175,84,,,,,
CT-RBG-1-24,1,50,3,780,204.6,,,,,
CT-RBG-1-24,1,50,4,260,46.4,,,,,
CT-RBG-1-24,1,40,1,165,86.4,,,,,
CT-RBG-1-24,1,40,2,370,112.2,,,,,
CT-RBG-1-24,1,40,3,555,100,,,,,
CT-RBG-1-24,1,40,4,295,51,,,,,
CT-RBG-1-24,1,30,1,500,80.7,,,,,
CT-RBG-1-24,1,30,2,565,41.9,,,,,
CT-RBG-1-24,1,30,3,400,70,,,,,
CT-RBG-1-24,1,30,4,570,107.3,,,,,
CT-RBG-1-24,1,20,1,480,135.1,,,,,
CT-RBG-1-24,1,20,2,510,,,,,rep p30 q1,
CT-RBG-1-24,1,20,3,440,37.8,,,,,
CT-RBG-1-24,1,20,4,335,59.1,,,,,
CT-RBG-1-24,1,10,1,135,32.1,,,,,
CT-RBG-1-24,1,10,2,520,210.5,,,,,
CT-RBG-1-24,1,10,3,215,61.6,,,,,
CT-RBG-1-24,1,10,4,395,90.2,,,,,
CT-RBG-1-24,1,50,1,590,56.9,,,,,
CT-RBG-1-24,2,50,2,585,54.3,,,,,
CT-RBG-1-24,2,50,3,460,89.8,,,1,,
CT-RBG-1-24,2,50,4,365,57.9,,,,,
CT-RBG-1-24,2,40,1,480,61.5,,,,,
CT-RBG-1-24,2,40,2,375,,,,,rep p50 q1,
CT-RBG-1-24,2,40,3,277,39.4,,,,,
CT-RBG-1-24,2,40,4,330,47.5,,,,,
CT-RBG-1-24,2,30,1,465,61.2,,,,,
CT-RBG-1-24,2,30,2,350,96.5,,,,,
CT-RBG-1-24,2,30,3,375,75.1,,1,,,
CT-RBG-1-24,2,30,4,656,65,,1,,,
CT-RBG-1-24,2,20,1,525,98.1,,,,,
CT-RBG-1-24,2,20,2,700,33,,,,,
CT-RBG-1-24,2,20,3,240,104.1,,,,,
CT-RBG-1-24,2,20,4,170,32.5,,,,,
CT-RBG-1-24,2,10,1,575,67.9,,,1,,
CT-RBG-1-24,2,10,2,520,,,,,rep p20 q1,
CT-RBG-1-24,2,10,3,625,41.2,,,,,
CT-RBG-1-24,2,10,4,330,91.8,,,,,
CT-RBG-1-24,3,50,1,260,85,,,1,,
CT-RBG-1-24,3,50,2,655,47.9,,,,,
CT-RBG-1-24,3,50,3,0,0,,,,,
CT-RBG-1-24,3,50,4,930,51.5,,,,,
CT-RBG-1-24,3,40,1,640,49,,,1,,
CT-RBG-1-24,3,40,2,346,32,,,,,
CT-RBG-1-24,3,40,3,475,71.6,,,1,,
CT-RBG-1-24,3,40,4,394,71.9,,,,,
CT-RBG-1-24,3,30,1,270,44.5,,,,,
CT-RBG-1-24,3,30,2,440,91.2,,,,,
CT-RBG-1-24,3,30,3,380,49.1,,,,,
CT-RBG-1-24,3,30,4,390,56.9,,,,,
CT-RBG-1-24,3,20,1,750,205,,,,,
CT-RBG-1-24,3,20,2,75,53.2,,,1,,
CT-RBG-1-24,3,20,3,300,62.5,,,,,
CT-RBG-1-24,3,20,4,495,51.3,,,,,
CT-RBG-1-24,3,10,1,175,165,,,,,
CT-RBG-1-24,3,10,2,130,38,,,,,
CT-RBG-1-24,3,10,3,210,165.1,,,,,
CT-RBG-1-24,3,10,4,480,50.6,,,,,
CT-RBG-1-33,1,50,1,100,33.1,,1,,,
CT-RBG-1-33,1,50,2,340,37.9,,,,,
CT-RBG-1-33,1,50,3,770,60,,,,,
CT-RBG-1-33,1,50,4,440,40.2,,,,,
CT-RBG-1-33,1,40,1,395,36.1,,,,,
CT-RBG-1-33,1,40,2,440,54.5,,,,,
CT-RBG-1-33,1,40,3,230,41.5,,,,,
CT-RBG-1-33,1,40,4,420,160.2,1,1,,,
CT-RBG-1-33,1,30,1,160,51.6,,1,,,
CT-RBG-1-33,1,30,2,330,148.5,,1,,,
CT-RBG-1-33,1,30,3,450,48.5,,,,,
CT-RBG-1-33,1,30,4,0,0,,,,,
CT-RBG-1-33,1,20,1,270,71.5,,,,,
CT-RBG-1-33,1,20,2,600,50.5,,,,,
CT-RBG-1-33,1,20,3,0,0,,,,,
CT-RBG-1-33,1,20,4,265,67.2,,,,,
CT-RBG-1-33,1,10,1,510,56.9,,,,,
CT-RBG-1-33,1,10,2,740,117.7,,,,,
CT-RBG-1-33,1,10,3,660,83.3,,,,,
CT-RBG-1-33,1,10,4,160,34,,,,,
CT-RBG-1-33,2,50,1,220,36.9,,,,,
CT-RBG-1-33,2,50,2,105,51.5,,,,,
CT-RBG-1-33,2,50,3,510,40.6,,,,,
CT-RBG-1-33,2,50,4,35,35.3,,,,,
CT-RBG-1-33,2,40,1,300,65.2,,,,,
CT-RBG-1-33,2,40,2,435,39.4,,,,,
CT-RBG-1-33,2,40,3,670,172,,,,,
CT-RBG-1-33,2,40,4,100,46.5,,,,,
CT-RBG-1-33,2,30,1,365,78.5,,,1,,
CT-RBG-1-33,2,30,2,510,203,,,,,
CT-RBG-1-33,2,30,3,730,33.9,,,,,
CT-RBG-1-33,2,30,4,720,55.2,,,,,
CT-RBG-1-33,2,20,1,820,110.4,,,,,
CT-RBG-1-33,2,20,2,630,41,,,,,
CT-RBG-1-33,2,20,3,370,145,,,,,
CT-RBG-1-33,2,20,4,0,0,,,,,
CT-RBG-1-33,2,10,1,460,66.2,,,,,
CT-RBG-1-33,2,10,2,570,470.7,,,,,
CT-RBG-1-33,2,10,3,0,0,,,,,
CT-RBG-1-33,2,10,4,470,32,,,,,
CT-RBG-1-33,3,50,1,40,81.5,,,,,
CT-RBG-1-33,3,50,2,580,47.5,,,,,
CT-RBG-1-33,3,50,3,300,58.6,,,,,
CT-RBG-1-33,3,50,4,420,118.8,,,,,
CT-RBG-1-33,3,40,1,760,88,,1,,,
CT-RBG-1-33,3,40,2,670,34,,1,,,
CT-RBG-1-33,3,40,3,160,36.3,,,,,
CT-RBG-1-33,3,40,4,240,43.9,,,,,
CT-RBG-1-33,3,30,1,660,39.1,,,,,
CT-RBG-1-33,3,30,2,600,72.5,,1,1,,
CT-RBG-1-33,3,30,3,275,98,,,,,
CT-RBG-1-33,3,30,4,610,50.6,,,,,
CT-RBG-1-33,3,20,1,615,150.8,,1,,,
CT-RBG-1-33,3,20,2,200,49.9,,,,,
CT-RBG-1-33,3,20,3,790,32.5,,1,,,
CT-RBG-1-33,3,20,4,170,45.5,,,,,
CT-RBG-1-33,3,10,1,385,39.8,,,,,
CT-RBG-1-33,3,10,2,470,56.2,,,,,
CT-RBG-1-33,3,10,3,650,33.9,,,,,
CT-RBG-1-33,3,10,4,365,33.9,,,,,
CT-RBG-2-79,1,50,1,335,79.3,,,,,
CT-RBG-2-79,1,50,2,280,94.9,,,,,
CT-RBG-2-79,1,50,3,265,42.5,,,,,
CT-RBG-2-79,1,50,4,262,76.8,,,,,
CT-RBG-2-79,1,40,1,235,56.2,,,,,
CT-RBG-2-79,1,40,2,550,150,,,,,
CT-RBG-2-79,1,40,3,685,53.5,,,,,
CT-RBG-2-79,1,40,4,160,81,,,,,
CT-RBG-2-79,1,30,1,0,0,,,,,
CT-RBG-2-79,1,30,2,195,48.2,,,,,
CT-RBG-2-79,1,30,3,340,30.9,,,,,
CT-RBG-2-79,1,30,4,650,55.1,,,,,
CT-RBG-2-79,1,20,1,780,36,,,,,
CT-RBG-2-79,1,20,2,685,34.5,,,,,
CT-RBG-2-79,1,20,3,200,143.3,,,,,
CT-RBG-2-79,1,20,4,660,76.8,,,,,
CT-RBG-2-79,1,10,1,680,180,,,,,
CT-RBG-2-79,1,10,2,145,32,,,,,
CT-RBG-2-79,1,10,3,410,145.5,,,,,
CT-RBG-2-79,1,10,4,130,32.4,,,,,
CT-RBG-2-79,1,50,1,350,67.7,,,,,
CT-RBG-2-79,2,50,2,495,300,,,,,
CT-RBG-2-79,2,50,3,200,86,,,1,,
CT-RBG-2-79,2,50,4,600,49.5,,,,,
CT-RBG-2-79,2,40,1,535,142.8,,,,,
CT-RBG-2-79,2,40,2,90,90.1,,,,,
CT-RBG-2-79,2,40,3,280,37,,,,,
CT-RBG-2-79,2,40,4,265,32.3,,,,,
CT-RBG-2-79,2,30,1,235,37.6,,,,,
CT-RBG-2-79,2,30,2,455,,,,,rep p40 q1,
CT-RBG-2-79,2,30,3,210,35.4,,1,,,
CT-RBG-2-79,2,30,4,386,110.6,,,,,
CT-RBG-2-79,2,20,1,205,30.5,,,,,
CT-RBG-2-79,2,20,2,300,32.5,,1,,,
CT-RBG-2-79,2,20,3,210,34.3,,,,,
CT-RBG-2-79,2,20,4,520,41.8,,,,,
CT-RBG-2-79,2,10,1,515,67.5,,,,,
CT-RBG-2-79,2,10,2,440,66.5,,,,,
CT-RBG-2-79,2,10,3,0,0,,,,,
CT-RBG-2-79,2,10,4,263,44,,,1,,
CT-RBG-2-79,3,50,1,95,36.5,,,,,
CT-RBG-2-79,3,50,2,295,180.5,,,,,
CT-RBG-2-79,3,50,3,205,40.5,,,,,
CT-RBG-2-79,3,50,4,550,43.5,,,,,
CT-RBG-2-79,3,40,1,340,84.5,,,,,
CT-RBG-2-79,3,40,2,230,39.4,,,,,
CT-RBG-2-79,3,40,3,130,59,,,,,
CT-RBG-2-79,3,40,4,195,89.7,,,,,
CT-RBG-2-79,3,30,1,570,65.9,,,,,
CT-RBG-2-79,3,30,2,445,83.8,,,,,
CT-RBG-2-79,3,30,3,0,0,,,,,
CT-RBG-2-79,3,30,4,250,37.7,,,,,
CT-RBG-2-79,3,20,1,325,30.6,,,,,
CT-RBG-2-79,3,20,2,206,45.6,,,,,
CT-RBG-2-79,3,20,3,380,41.7,,,,,
CT-RBG-2-79,3,20,4,375,49.8,,,,,
CT-RBG-2-79,3,10,1,310,38.9,,,,,
CT-RBG-2-79,3,10,2,355,38.2,,,,,
CT-RBG-2-79,3,10,3,50,61,,,,,
CT-RBG-2-79,3,10,4,430,42,,,,,
CT-RBG-2-78,1,50,1,560,166.2,,,,,
CT-RBG-2-78,1,50,2,350,172.3,,,,,
CT-RBG-2-78,1,50,3,310,81,,,,,
CT-RBG-2-78,1,50,4,475,54.2,,,,,
CT-RBG-2-78,1,40,1,890,94.4,,,,,
CT-RBG-2-78,1,40,2,660,,,,,rep p50 q1,
CT-RBG-2-78,1,40,3,510,130.8,,,,,
CT-RBG-2-78,1,40,4,410,38.8,,,,,
CT-RBG-2-78,1,30,1,225,66.8,,,,,
CT-RBG-2-78,1,30,2,0,0,,,,,
CT-RBG-2-78,1,30,3,410,130.7,,,,,
CT-RBG-2-78,1,30,4,630,141,,,,,
CT-RBG-2-78,1,20,1,110,168.9,,,,,
CT-RBG-2-78,1,20,2,415,108.4,,,,,
CT-RBG-2-78,1,20,3,700,,,,,rep p30 q4,
CT-RBG-2-78,1,20,4,185,74.2,,,,,
CT-RBG-2-78,1,10,1,860,51,,,,,
CT-RBG-2-78,1,10,2,195,39.9,,,,,
CT-RBG-2-78,1,10,3,0,0,,,,,
CT-RBG-2-78,1,10,4,210,45.5,,,,,
CT-RBG-2-78,1,50,1,360,110.6,,,,,
CT-RBG-2-78,2,50,2,0,0,,,,,
CT-RBG-2-78,2,50,3,125,141,,,,,
CT-RBG-2-78,2,50,4,318,124.5,,,,,
CT-RBG-2-78,2,40,1,470,59.5,,,,,
CT-RBG-2-78,2,40,2,435,56.6,,,,,
CT-RBG-2-78,2,40,3,368,58.3,,,,,
CT-RBG-2-78,2,40,4,280,45.4,,,,,
CT-RBG-2-78,2,30,1,590,83.3,,,,,
CT-RBG-2-78,2,30,2,140,78,,,,,
CT-RBG-2-78,2,30,3,480,61,,,,,
CT-RBG-2-78,2,30,4,100,108.5,,,,,
CT-RBG-2-78,2,20,1,800,47.2,,,,,
CT-RBG-2-78,2,20,2,640,75,,,,,
CT-RBG-2-78,2,20,3,345,33,,,,,
CT-RBG-2-78,2,20,4,170,44.9,,,,,
CT-RBG-2-78,2,10,1,320,32.8,,,,,
CT-RBG-2-78,2,10,2,650,,,,,,
CT-RBG-2-78,2,10,3,345,40.1,,,,,
CT-RBG-2-78,2,10,4,240,40.9,,,,,
CT-RBG-2-78,3,50,1,500,43.7,,,,,
CT-RBG-2-78,3,50,2,235,141.2,,,,,
CT-RBG-2-78,3,50,3,0,0,,,,,
CT-RBG-2-78,3,50,4,390,119.2,,,,,
CT-RBG-2-78,3,40,1,300,105.9,,,,,
CT-RBG-2-78,3,40,2,295,109.9,,,,,
CT-RBG-2-78,3,40,3,410,40.1,,,,,
CT-RBG-2-78,3,40,4,640,52.3,,,,,
CT-RBG-2-78,3,30,1,620,37.7,,,,,
CT-RBG-2-78,3,30,2,260,74.5,,,,,
CT-RBG-2-78,3,30,3,0,0,,,,,
CT-RBG-2-78,3,30,4,445,80.4,,,,,
CT-RBG-2-78,3,20,1,0,0,,,,,
CT-RBG-2-78,3,20,2,210,40.3,,,,,
CT-RBG-2-78,3,20,3,700,,,,,rep p30 q4,
CT-RBG-2-78,3,20,4,520,131,,,,,
CT-RBG-2-78,3,10,1,385,56.5,,,,,
CT-RBG-2-78,3,10,2,483,38,,,,,
CT-RBG-2-78,3,10,3,210,30.6,,,,,
CT-RBG-2-78,3,10,4,590,94.9,,,,,
CT-RBG-2-90,1,50,1,340,37.4,,,,,
CT-RBG-2-90,1,50,2,185,63.1,,,,,
CT-RBG-2-90,1,50,3,330,61.5,,,,,
CT-RBG-2-90,1,50,4,210,56.1,,,,,
CT-RBG-2-90,1,40,1,446,46.9,,,,,
CT-RBG-2-90,1,40,2,546,36.9,,,,,
CT-RBG-2-90,1,40,3,170,119.7,,,,,
CT-RBG-2-90,1,40,4,277,30.7,,,,,
CT-RBG-2-90,1,30,1,356,52.9,,,,,
CT-RBG-2-90,1,30,2,315,57,,,,,
CT-RBG-2-90,1,30,3,440,81.9,,,,,
CT-RBG-2-90,1,30,4,620,38.1,,,,,
CT-RBG-2-90,1,20,1,496,39.6,,,,,
CT-RBG-2-90,1,20,2,175,66.9,,,,,
CT-RBG-2-90,1,20,3,395,74.2,,,,,
CT-RBG-2-90,1,20,4,141,33.2,,1,,,
CT-RBG-2-90,1,10,1,510,41,,,,,
CT-RBG-2-90,1,10,2,630,,,,,rep p20 q1,
CT-RBG-2-90,1,10,3,0,0,,,,,
CT-RBG-2-90,1,10,4,317,49.7,,,,,
CT-RBG-2-90,2,50,1,265,92.4,,,,,
CT-RBG-2-90,2,50,2,360,186.8,,,,,
CT-RBG-2-90,2,50,3,0,0,,,,,
CT-RBG-2-90,2,50,4,150,30.8,,,,,
CT-RBG-2-90,2,40,1,310,154.7,,,,,
CT-RBG-2-90,2,40,2,282,100.5,,,,,
CT-RBG-2-90,2,40,3,190,41.6,,,,,
CT-RBG-2-90,2,40,4,330,139.5,,,,,
CT-RBG-2-90,2,30,1,493,40.7,,,,,
CT-RBG-2-90,2,30,2,170,35.7,,,,,
CT-RBG-2-90,2,30,3,265,32.6,,1,,,
CT-RBG-2-90,2,30,4,296,35.5,,,,,
CT-RBG-2-90,2,20,1,185,64.9,,,,,
CT-RBG-2-90,2,20,2,525,33.3,,,,,
CT-RBG-2-90,2,20,3,490,50,,,,,
CT-RBG-2-90,2,20,4,540,58.6,,,,,
CT-RBG-2-90,2,10,1,520,30.9,,,,,
CT-RBG-2-90,2,10,2,460,95,,,,,
CT-RBG-2-90,2,10,3,260,70.1,,,,,
CT-RBG-2-90,2,10,4,670,88.5,,,,,
CT-RBG-2-90,3,50,1,720,81,,,,,
CT-RBG-2-90,3,50,2,360,32.2,,,,,
CT-RBG-2-90,3,50,3,610,40.9,,,,,
CT-RBG-2-90,3,50,4,480,51.2,,,,,
CT-RBG-2-90,3,40,1,0,0,,,,,
CT-RBG-2-90,3,40,2,0,0,,,,,
CT-RBG-2-90,3,40,3,330,,,,,rep p50 q1,
CT-RBG-2-90,3,40,4,700,86.7,,,,,
CT-RBG-2-90,3,30,1,340,140,,,,,
CT-RBG-2-90,3,30,2,646,92,,,,,
CT-RBG-2-90,3,30,3,270,,,,,rep p40 q4,
CT-RBG-2-90,3,30,4,140,35.2,,,,,
CT-RBG-2-90,3,20,1,570,41,,,,,
CT-RBG-2-90,3,20,2,182,41.5,,,,,
CT-RBG-2-90,3,20,3,416,42.7,,,,,
CT-RBG-2-90,3,20,4,365,42.7,,,,,
CT-RBG-2-90,3,10,1,280,42,,,,,
CT-RBG-2-90,3,10,2,200,41.2,,,,,
CT-RBG-2-90,3,10,3,590,178.3,,,,,
CT-RBG-2-90,3,10,4,430,35.5,,,,,
CT-RBG-2-126,1,50,1,160,36.3,,,,,
CT-RBG-2-126,1,50,2,422,41,,,,,
CT-RBG-2-126,1,50,3,335,90.9,,,,,
CT-RBG-2-126,1,50,4,310,39.8,,,,,
CT-RBG-2-126,1,40,1,330,102.5,,,,,
CT-RBG-2-126,1,40,2,95,105.4,,,,,
CT-RBG-2-126,1,40,3,440,35,,,,,
CT-RBG-2-126,1,40,4,600,71.6,,,,,
CT-RBG-2-126,1,30,1,385,39,,,,,
CT-RBG-2-126,1,30,2,635,,,,,rep p40 q1,
CT-RBG-2-126,1,30,3,90,31.4,,,,,
CT-RBG-2-126,1,30,4,245,60.1,,,,,
CT-RBG-2-126,1,20,1,170,36.9,,1,,,
CT-RBG-2-126,1,20,2,457,131.6,,,,,
CT-RBG-2-126,1,20,3,300,37,,,,,
CT-RBG-2-126,1,20,4,420,44.8,,,,,
CT-RBG-2-126,1,10,1,320,74.8,,,,,
CT-RBG-2-126,1,10,2,0,0,,,,,
CT-RBG-2-126,1,10,3,565,50.2,,,,,
CT-RBG-2-126,1,10,4,355,74.2,,,,,
CT-RBG-2-126,1,50,1,400,83.2,,,,,
CT-RBG-2-126,2,50,2,410,55.4,,,,,
CT-RBG-2-126,2,50,3,305,46.1,,,,,
CT-RBG-2-126,2,50,4,540,65.5,,,,,
CT-RBG-2-126,2,40,1,610,66.2,,,,,
CT-RBG-2-126,2,40,2,625,32.5,,,,,
CT-RBG-2-126,2,40,3,500,,,,,rep p50 q4,
CT-RBG-2-126,2,40,4,650,49.4,,,,,
CT-RBG-2-126,2,30,1,320,51.2,,,,,
CT-RBG-2-126,2,30,2,400,56.2,,1,,,
CT-RBG-2-126,2,30,3,0,0,,,,,
CT-RBG-2-126,2,30,4,685,51.6,,,,,
CT-RBG-2-126,2,20,1,510,80.9,,,,,
CT-RBG-2-126,2,20,2,225,43.8,,,,,
CT-RBG-2-126,2,20,3,65,32.3,,,,,
CT-RBG-2-126,2,20,4,470,41.8,,,,,
CT-RBG-2-126,2,10,1,462,49.5,,,,,
CT-RBG-2-126,2,10,2,395,178,,,,,
CT-RBG-2-126,2,10,3,180,49.3,,,,,
CT-RBG-2-126,2,10,4,236,50.2,,,,,
CT-RBG-2-126,3,50,1,510,37.7,,,,,
CT-RBG-2-126,3,50,2,0,0,,,,,
CT-RBG-2-126,3,50,3,285,56.4,,,,,
CT-RBG-2-126,3,50,4,182,67.9,,,,,
CT-RBG-2-126,3,40,1,520,129.8,,,,,
CT-RBG-2-126,3,40,2,465,32.9,,,1,,
CT-RBG-2-126,3,40,3,0,0,,,,,
CT-RBG-2-126,3,40,4,260,37.5,,,,,
CT-RBG-2-126,3,30,1,476,33.5,,,,,
CT-RBG-2-126,3,30,2,165,178.8,,,,,
CT-RBG-2-126,3,30,3,196,75.5,,,,,
CT-RBG-2-126,3,30,4,240,41.5,,,,,
CT-RBG-2-126,3,20,1,140,55.5,,,,,
CT-RBG-2-126,3,20,2,353,71.3,,,,,
CT-RBG-2-126,3,20,3,690,36,,,,,
CT-RBG-2-126,3,20,4,165,50.9,,,,,
CT-RBG-2-126,3,10,1,495,50.6,,,,,
CT-RBG-2-126,3,10,2,755,40.5,,,,,
CT-RBG-2-126,3,10,3,347,45.2,,,,,
CT-RBG-2-126,3,10,4,575,41.2,,,,,
CT-RBG-2-134,1,50,1,0,0,,,,,
CT-RBG-2-134,1,50,2,0,0,,,,,
