sitio,trilha,ponto,quadrante,dist,cap,q,m,e,rep,onça
CT-RBG-1-09,2,20,2,223,48,,,,,
CT-RBG-1-09,2,20,3,251,134,,,,,
CT-RBG-1-09,2,20,4,85,56,,,,,
CT-RBG-1-09,2,10,1,810,75,,,,,
CT-RBG-1-09,2,10,2,0,0,,,,,
CT-RBG-1-09,2,10,3,450,34,,,,,
CT-RBG-1-09,2,10,4,153,86.5,,,,,
CT-RBG-1-09,3,50,1,184,32,,,,,
CT-RBG-1-09,3,50,2,660,34,,,,,
CT-RBG-1-09,3,50,3,480,33,,,,,
CT-RBG-1-09,3,50,4,310,33,,,,,
CT-RBG-1-09,3,40,1,210,67.5,,1,1,,
CT-RBG-1-09,3,40,2,340,52,,,,,
CT-RBG-1-09,3,40,3,210,41,,,,,
CT-RBG-1-09,3,40,4,225,35,,,,,
CT-RBG-1-09,3,30,1,295,36,,,,,
CT-RBG-1-09,3,30,2,279,58.5,,,,,
CT-RBG-1-09,3,30,3,135,220,,,,,
CT-RBG-1-09,3,30,4,500,59,,1,,,
CT-RBG-1-09,3,20,1,160,76,,,,,
CT-RBG-1-09,3,20,2,80,43,,,,,
CT-RBG-1-09,3,20,3,870,77,,,,,
CT-RBG-1-09,3,20,4,245,32,,,,,
CT-RBG-1-09,3,10,1,620,54,,1,,,
CT-RBG-1-09,3,10,2,600,96,,,1,,
CT-RBG-1-09,3,10,3,250,93,,,1,,
CT-RBG-1-09,3,10,4,0,0,,,,,
CT-RBG-1-10,1,50,1,300,73,,,1,,
CT-RBG-1-10,1,50,2,245,42,,,,,
CT-RBG-1-10,1,50,3,350,37,,,,,
CT-RBG-1-10,1,50,4,225,60,,,,,
CT-RBG-1-10,1,40,1,174,53,,,,,
CT-RBG-1-10,1,40,2,288,47,,,,,
CT-RBG-1-10,1,40,3,289,47,,,,,
CT-RBG-1-10,1,40,4,160,34,,,,,
CT-RBG-1-10,1,30,1,225,61,,,,,
CT-RBG-1-10,1,30,2,274,48.5,,,,,
CT-RBG-1-10,1,30,3,160,121,,,,,
CT-RBG-1-10,1,30,4,270,83,,,1,,
CT-RBG-1-10,1,20,1,293,44,,,,,
CT-RBG-1-10,1,20,2,738,62,,,,,
CT-RBG-1-10,1,20,3,0,0,,,,,
CT-RBG-1-10,1,20,4,319,40,,,,,
CT-RBG-1-10,1,10,1,250,46,,1,,,
CT-RBG-1-10,1,10,2,320,39,,,,,
CT-RBG-1-10,1,10,3,605,103,,,1,,
CT-RBG-1-10,1,10,4,170,32,,,,,
CT-RBG-1-10,1,50,1,635,81,,,,,
CT-RBG-1-10,2,50,2,234,35,,,,,
CT-RBG-1-10,2,50,3,330,38,,,,,
CT-RBG-1-10,2,50,4,439,47.5,,,,,
CT-RBG-1-10,2,40,1,158,114,,,,,
CT-RBG-1-10,2,40,2,400,79,,,,,
CT-RBG-1-10,2,40,3,360,70,,1,,,
CT-RBG-1-10,2,40,4,230,67.5,,,,,
CT-RBG-1-10,2,30,1,430,40,,,1,,
CT-RBG-1-10,2,30,2,358,36,,,,,
CT-RBG-1-10,2,30,3,142,99.5,,,,,
CT-RBG-1-10,2,30,4,397,71,,,,,
CT-RBG-1-10,2,20,1,25,34.5,,,,,
CT-RBG-1-10,2,20,2,420,54,,,,,
CT-RBG-1-10,2,20,3,640,70,,,,,
CT-RBG-1-10,2,20,4,510,47,,,,,
CT-RBG-1-10,2,10,1,571,112,,,,,
CT-RBG-1-10,2,10,2,169,44,,,,,
CT-RBG-1-10,2,10,3,55,61.5,,,,,
CT-RBG-1-10,2,10,4,590,49,,,,,
CT-RBG-1-10,3,50,1,117,46,,,,,
CT-RBG-1-10,3,50,2,500,57,,,,,
CT-RBG-1-10,3,50,3,840,36,,,,,
CT-RBG-1-10,3,50,4,289,122,,,,,
CT-RBG-1-10,3,40,1,321,62,,,,,
CT-RBG-1-10,3,40,2,447,63,,,,,
CT-RBG-1-10,3,40,3,350,63,,,,,
CT-RBG-1-10,3,40,4,300,67,,1,,,
CT-RBG-1-10,3,30,1,68,68,,,,,
CT-RBG-1-10,3,30,2,369,55,,,,,
CT-RBG-1-10,3,30,3,336,77,,,,,
CT-RBG-1-10,3,30,4,500,56,,,,,
CT-RBG-1-10,3,20,1,0,0,,,,,
CT-RBG-1-10,3,20,2,204,106.5,,,,,
CT-RBG-1-10,3,20,3,0,0,,,,,
CT-RBG-1-10,3,20,4,45,56,,1,,,
CT-RBG-1-10,3,10,1,467,80,,,,,
CT-RBG-1-10,3,10,2,0,0,,,,,
CT-RBG-1-10,3,10,3,590,64,,,,,
CT-RBG-1-10,3,10,4,680,53,,,,,
CT-RBG-1-11,1,50,1,276,105,,,1,,
CT-RBG-1-11,1,50,2,250,54,,,,,
CT-RBG-1-11,1,50,3,0,0,,,,,
CT-RBG-1-11,1,50,4,0,0,,,,,
CT-RBG-1-11,1,40,1,155,52,,,,,
CT-RBG-1-11,1,40,2,700,62,,,,,
CT-RBG-1-11,1,40,3,340,69,,,,,
CT-RBG-1-11,1,40,4,416,72,,,,,
CT-RBG-1-11,1,30,1,87,87.5,,,,,
CT-RBG-1-11,1,30,2,154,102,,,,,
CT-RBG-1-11,1,30,3,407,32,,,,,
CT-RBG-1-11,1,30,4,90,64,,,,,
CT-RBG-1-11,1,20,1,325,37,,,,,
CT-RBG-1-11,1,20,2,435,63,,,,,
CT-RBG-1-11,1,20,3,67,32,,,,,
CT-RBG-1-11,1,20,4,310,66,,,,,
CT-RBG-1-11,1,10,1,640,45,,,,,
CT-RBG-1-11,1,10,2,700,59,,,,,
CT-RBG-1-11,1,10,3,800,56,,,,,
CT-RBG-1-11,1,10,4,0,0,,,,,
CT-RBG-1-11,1,50,1,355,32,,,,,
CT-RBG-1-11,2,50,2,500,96,,,,,
CT-RBG-1-11,2,50,3,154,54,,,,,
CT-RBG-1-11,2,50,4,250,70.5,,,,,
CT-RBG-1-11,2,40,1,154,41,,,,,
CT-RBG-1-11,2,40,2,210,44,,,,,
CT-RBG-1-11,2,40,3,420,58.5,,,,,
CT-RBG-1-11,2,40,4,240,46,,,,,
CT-RBG-1-11,2,30,1,340,57,,,,,
CT-RBG-1-11,2,30,2,470,51,,,,,
CT-RBG-1-11,2,30,3,200,63.5,,,,,
CT-RBG-1-11,2,30,4,340,30,,,,,
CT-RBG-1-11,2,20,1,265,50,,,,,
CT-RBG-1-11,2,20,2,330,550,,,,,
CT-RBG-1-11,2,20,3,259,60,,,,,
CT-RBG-1-11,2,20,4,640,51,,,,,
CT-RBG-1-11,2,10,1,210,70,,,,,
CT-RBG-1-11,2,10,2,690,40,,,,,
CT-RBG-1-11,2,10,3,68,58,,,,,
CT-RBG-1-11,2,10,4,0,0,,,,,
CT-RBG-1-11,3,50,1,620,51,,,,,
CT-RBG-1-11,3,50,2,403,92,,,,,
CT-RBG-1-11,3,50,3,495,129,,,,,
CT-RBG-1-11,3,50,4,907,116,,,,,
CT-RBG-1-11,3,40,1,600,90,,,,,
CT-RBG-1-11,3,40,2,450,45,,,,,
CT-RBG-1-11,3,40,3,208,35,,,,,
CT-RBG-1-11,3,40,4,255,35,,,,,
CT-RBG-1-11,3,30,1,900,36,,,,,
CT-RBG-1-11,3,30,2,380,100.5,,,,,
CT-RBG-1-11,3,30,3,270,126,,,,,
CT-RBG-1-11,3,30,4,276,34,,,,,
CT-RBG-1-11,3,20,1,260,81,,,,,
CT-RBG-1-11,3,20,2,530,67,,,,,
CT-RBG-1-11,3,20,3,65,33.5,,,,,
CT-RBG-1-11,3,20,4,700,76,,,,,
CT-RBG-1-11,3,10,1,625,64,,,,,
CT-RBG-1-11,3,10,2,711,40,,,,,
CT-RBG-1-11,3,10,3,0,0,,,,,
CT-RBG-1-11,3,10,4,0,0,,,,,
CT-RBG-1-18,1,50,1,500,34.5,,,,,
CT-RBG-1-18,1,50,2,290,81,,,,,
CT-RBG-1-18,1,50,3,490,44,,,,,
CT-RBG-1-18,1,50,4,626,121,,,,,
CT-RBG-1-18,1,40,1,307,79,,,,,
CT-RBG-1-18,1,40,2,836,82,,,,,
CT-RBG-1-18,1,40,3,331,60,,,,,
CT-RBG-1-18,1,40,4,521,52,,,,,
CT-RBG-1-18,1,30,1,436,56,,,,,
CT-RBG-1-18,1,30,2,532,26,,,,,
CT-RBG-1-18,1,30,3,436,,,,,rep p40 q4,
CT-RBG-1-18,1,30,4,774,59,,,,,
CT-RBG-1-18,1,20,1,108,32,,,,,
CT-RBG-1-18,1,20,2,154,89,,,,,
CT-RBG-1-18,1,20,3,101,59,,,,,
CT-RBG-1-18,1,20,4,193,33,,,,,
CT-RBG-1-18,1,10,1,763,46,,,,,
CT-RBG-1-18,1,10,2,39,61,,,,,
CT-RBG-1-18,1,10,3,230,88,,,,,
CT-RBG-1-18,1,10,4,820,44,,,,,
CT-RBG-1-18,1,50,1,540,39,,,,,
CT-RBG-1-18,2,50,2,338,35,,,,,
CT-RBG-1-18,2,50,3,190,90,,,,,
CT-RBG-1-18,2,50,4,780,148,,,,,
CT-RBG-1-18,2,40,1,455,64,,1,,,
CT-RBG-1-18,2,40,2,140,41,,,,,
CT-RBG-1-18,2,40,3,152,43,,,,,
CT-RBG-1-18,2,40,4,492,46,,,,,
CT-RBG-1-18,2,30,1,118,34,,,,,
CT-RBG-1-18,2,30,2,336,35,,,,,
CT-RBG-1-18,2,30,3,512,78,,,,,
CT-RBG-1-18,2,30,4,570,40,,,,,
CT-RBG-1-18,2,20,1,655,78,,,,,
CT-RBG-1-18,2,20,2,371,61,,,,,
CT-RBG-1-18,2,20,3,369,,,,,rep p30 q4,
CT-RBG-1-18,2,20,4,500,63,,,,,
CT-RBG-1-18,2,10,1,143,77,,,,,
CT-RBG-1-18,2,10,2,498,41,,,,,
CT-RBG-1-18,2,10,3,524,42,,,,,
CT-RBG-1-18,2,10,4,560,43,,,,,
CT-RBG-1-18,3,50,1,520,76,,,,,
CT-RBG-1-18,3,50,2,630,39,,,,,
CT-RBG-1-18,3,50,3,395,61,,,,,
CT-RBG-1-18,3,50,4,167,81,,,,,
CT-RBG-1-18,3,40,1,293,80,,,,,
CT-RBG-1-18,3,40,2,412,110,,,,,
CT-RBG-1-18,3,40,3,243,111,,,,,
CT-RBG-1-18,3,40,4,430,85,,,,,
CT-RBG-1-18,3,30,1,442,113,,1,,,
CT-RBG-1-18,3,30,2,515,86,,,,,
CT-RBG-1-18,3,30,3,383,132,,,,,
CT-RBG-1-18,3,30,4,900,77,,,,,
CT-RBG-1-18,3,20,1,147,133,,,,,
CT-RBG-1-18,3,20,2,920,101,,,,,
CT-RBG-1-18,3,20,3,50,,,,,rep p30 q4,
CT-RBG-1-18,3,20,4,280,74,,,,,
CT-RBG-1-18,3,10,1,370,84,,,,,
CT-RBG-1-18,3,10,2,308,107,,,,,
CT-RBG-1-18,3,10,3,203,86,,1,,,
CT-RBG-1-18,3,10,4,630,197,,,,,
CT-RBG-1-19,1,50,1,750,33,,,,,
CT-RBG-1-19,1,50,2,365,129,,,,,
CT-RBG-1-19,1,50,3,467,82,,,,,
CT-RBG-1-19,1,50,4,208,80,,,,,
CT-RBG-1-19,1,40,1,0.1,101,,,,,
CT-RBG-1-19,1,40,2,699,76,,,,,
CT-RBG-1-19,1,40,3,270,,,,,rep p50 q1,
CT-RBG-1-19,1,40,4,278,35,,,,,
CT-RBG-1-19,1,30,1,42,40,,,,,
CT-RBG-1-19,1,30,2,261,32,,,,,
CT-RBG-1-19,1,30,3,467,52,,,,,
CT-RBG-1-19,1,30,4,493,72,,,,,
CT-RBG-1-19,1,20,1,317,41,,,,,
CT-RBG-1-19,1,20,2,194,64,,,,,
CT-RBG-1-19,1,20,3,89,101,,,,,
CT-RBG-1-19,1,20,4,301,76,,1,,,
CT-RBG-1-19,1,10,1,354,74,,,,,
CT-RBG-1-19,1,10,2,603,37,,,,,
CT-RBG-1-19,1,10,3,260,40,,1,,,
CT-RBG-1-19,1,10,4,693,58,,,,,
CT-RBG-1-19,1,50,1,10,35,,,,,
CT-RBG-1-19,2,50,2,435,316,,,,,
CT-RBG-1-19,2,50,3,177,94,,,,,
CT-RBG-1-19,2,50,4,384,76,,,,,
CT-RBG-1-19,2,40,1,293,68,,,,,
CT-RBG-1-19,2,40,2,582,81,,,,,
CT-RBG-1-19,2,40,3,842,73,,,,,
CT-RBG-1-19,2,40,4,155,40,,,,,
CT-RBG-1-19,2,30,1,164,91,,1,,,
CT-RBG-1-19,2,30,2,476,201,,,,,
CT-RBG-1-19,2,30,3,151,136,,1,,,
CT-RBG-1-19,2,30,4,577,75,,1,,,
CT-RBG-1-19,2,20,1,236,55,,,,,
CT-RBG-1-19,2,20,2,630,41,,,,,
CT-RBG-1-19,2,20,3,102,332,,,,,
CT-RBG-1-19,2,20,4,399,57,,,,,
CT-RBG-1-19,2,10,1,383,34,,,,,
CT-RBG-1-19,2,10,2,392,41,,,,,
CT-RBG-1-19,2,10,3,310,38,,,,,
CT-RBG-1-19,2,10,4,411,194,,,,,
CT-RBG-1-19,3,50,1,770,56,,,,,
CT-RBG-1-19,3,50,2,235,105,,,,,
CT-RBG-1-19,3,50,3,301,39,,,,,
CT-RBG-1-19,3,50,4,309,75,,,,,
CT-RBG-1-19,3,40,1,140,43,,,,,
CT-RBG-1-19,3,40,2,55,36,,,,,
CT-RBG-1-19,3,40,3,460,38,,,,,
CT-RBG-1-19,3,40,4,247,49,,,,,
CT-RBG-1-19,3,30,1,665,39,,,,,
CT-RBG-1-19,3,30,2,243,39,,,,,
CT-RBG-1-19,3,30,3,515,56,,,,,
CT-RBG-1-19,3,30,4,374,76,,,,,
CT-RBG-1-19,3,20,1,140,88,,,,,
CT-RBG-1-19,3,20,2,383,65,,,,,
CT-RBG-1-19,3,20,3,540,,,,,rep p30 q4,
CT-RBG-1-19,3,20,4,369,66,,,,,
CT-RBG-1-19,3,10,1,372,35,,,,,
CT-RBG-1-19,3,10,2,27,40,,,,,
CT-RBG-1-19,3,10,3,493,103,,,,,
CT-RBG-1-19,3,10,4,1000,80,,,,,
CT-RBG-1-04,1,50,1,480,44,,1,,,
CT-RBG-1-04,1,50,2,427,50,,,,,
CT-RBG-1-04,1,50,3,130,48,,,,,
CT-RBG-1-04,1,50,4,580,52,,,1,,
CT-RBG-1-04,1,40,1,573,33,,,,,
CT-RBG-1-04,1,40,2,835,55,,1,,,
CT-RBG-1-04,1,40,3,477,44,,,,,
CT-RBG-1-04,1,40,4,396,43,,,,,
CT-RBG-1-04,1,30,1,360,40,,,,,
CT-RBG-1-04,1,30,2,690,44,,,,,
CT-RBG-1-04,1,30,3,307,34,,,,,
CT-RBG-1-04,1,30,4,320,79,,,,,
CT-RBG-1-04,1,20,1,627,43,,,,,
CT-RBG-1-04,1,20,2,269,48,,,,,
CT-RBG-1-04,1,20,3,576,49,,1,,,
CT-RBG-1-04,1,20,4,628,37,,,,,
CT-RBG-1-04,1,10,1,72,34,,,,,
CT-RBG-1-04,1,10,2,290,43,,,,,
CT-RBG-1-04,1,10,3,283,37,,,,,
CT-RBG-1-04,1,10,4,194,39,,,,,
CT-RBG-1-04,1,50,1,390,288,,1,,,
CT-RBG-1-04,2,50,2,772,42,,,,,
CT-RBG-1-04,2,50,3,117,33,,,,,
CT-RBG-1-04,2,50,4,166,55,,,,,
CT-RBG-1-04,2,40,1,500,44,,,,,
CT-RBG-1-04,2,40,2,421,45,,,,,
CT-RBG-1-04,2,40,3,130,40,,,,,
CT-RBG-1-04,2,40,4,193,52,,1,,,
CT-RBG-1-04,2,30,1,493,51,,,,,
CT-RBG-1-04,2,30,2,359,48,,,,,
CT-RBG-1-04,2,30,3,353,35,,,,,
CT-RBG-1-04,2,30,4,589,70,,,,,
CT-RBG-1-04,2,20,1,552,36,,,,,
CT-RBG-1-04,2,20,2,420,110,,,,,
CT-RBG-1-04,2,20,3,485,38,,,,,
CT-RBG-1-04,2,20,4,374,47,,,,,
CT-RBG-1-04,2,10,1,83,33,,,,,
CT-RBG-1-04,2,10,2,485,35,,,,,
CT-RBG-1-04,2,10,3,434,47,,,,,
CT-RBG-1-04,2,10,4,802,37,,,,,
CT-RBG-1-04,3,50,1,294,50,,,1,,
CT-RBG-1-04,3,50,2,411,33,,,1,,
CT-RBG-1-04,3,50,3,305,56,,,1,,
CT-RBG-1-04,3,50,4,333,55,,,1,,
CT-RBG-1-04,3,40,1,253,90,,,,,
CT-RBG-1-04,3,40,2,262,55,,,,,
CT-RBG-1-04,3,40,3,243,151,,,,,
CT-RBG-1-04,3,40,4,323,81,,,,,
CT-RBG-1-04,3,30,1,274,42,,,,,
CT-RBG-1-04,3,30,2,487,34,,,,,
CT-RBG-1-04,3,30,3,,,,,,rep p40 q4,
CT-RBG-1-04,3,30,4,627,62,,,,,
CT-RBG-1-04,3,20,1,910,103,,,,,
CT-RBG-1-04,3,20,2,110,136.5,,1,,,
CT-RBG-1-04,3,20,3,102,43,,,,,
CT-RBG-1-04,3,20,4,249,63,,,,,
CT-RBG-1-04,3,10,1,300,63.5,,,,,
CT-RBG-1-04,3,10,2,386,59.5,,,,,
CT-RBG-1-04,3,10,3,196,39,,,,,
CT-RBG-1-04,3,10,4,290,78,,,,,
CT-RBG-1-25,1,50,1,245,33,,,,,
CT-RBG-1-25,1,50,2,351,32,,,,,
CT-RBG-1-25,1,50,3,391,91.5,,1,,,
CT-RBG-1-25,1,50,4,373,43,,,,,
CT-RBG-1-25,1,40,1,479,243,,,,,
CT-RBG-1-25,1,40,2,420,94,,,,,
CT-RBG-1-25,1,40,3,392,41.5,,,,,
CT-RBG-1-25,1,40,4,425,83,,,,,
CT-RBG-1-25,1,30,1,207,107.5,,,,,
CT-RBG-1-25,1,30,2,347,78.5,,,,,
CT-RBG-1-25,1,30,3,224,34,,,,,
CT-RBG-1-25,1,30,4,330,71,,,,,
CT-RBG-1-25,1,20,1,277,38,,,,,
CT-RBG-1-25,1,20,2,570,90,,,,,
CT-RBG-1-25,1,20,3,256,148,,1,,,
CT-RBG-1-25,1,20,4,660,46,,,,,
CT-RBG-1-25,1,10,1,509,45.5,,,,,
CT-RBG-1-25,1,10,2,577,103.5,,,,,
CT-RBG-1-25,1,10,3,241,67,,,,,
CT-RBG-1-25,1,10,4,879,101,,,,,
CT-RBG-1-25,1,50,1,446,57,,,,,
CT-RBG-1-25,2,50,2,301,44,,,,,
CT-RBG-1-25,2,50,3,396,34,,,,,
CT-RBG-1-25,2,50,4,804,66,,,,,
CT-RBG-1-25,2,40,1,381,36.5,,,,,
CT-RBG-1-25,2,40,2,428,33,,,,,
CT-RBG-1-25,2,40,3,461,57,,,,,
CT-RBG-1-25,2,40,4,91,38,,,,,
CT-RBG-1-25,2,30,1,214,76,,,,,
CT-RBG-1-25,2,30,2,433,34,,,,,
CT-RBG-1-25,2,30,3,404,36,,,,,
CT-RBG-1-25,2,30,4,336,38.5,,,,,
CT-RBG-1-25,2,20,1,322,60,,,,,
CT-RBG-1-25,2,20,2,124,102.5,,,,,
CT-RBG-1-25,2,20,3,153,184,,,,,
CT-RBG-1-25,2,20,4,945,64,,,,,
CT-RBG-1-25,2,10,1,76,175.5,,,,,
CT-RBG-1-25,2,10,2,390,34,,,,,
CT-RBG-1-25,2,10,3,515,65,,,,,
CT-RBG-1-25,2,10,4,707,45,,,,,
CT-RBG-1-25,3,50,1,670,133,,,,,
CT-RBG-1-25,3,50,2,500,41,,,,,
CT-RBG-1-25,3,50,3,614,189.5,,,,,
CT-RBG-1-25,3,50,4,765,68,,,,,
CT-RBG-1-25,3,40,1,177,44,,,,,
CT-RBG-1-25,3,40,2,412,46,,,,,
CT-RBG-1-25,3,40,3,206,34,,,,,
CT-RBG-1-25,3,40,4,683,91,,,,,
CT-RBG-1-25,3,30,1,421,58,,,,,
CT-RBG-1-25,3,30,2,108,65,,,,,
CT-RBG-1-25,3,30,3,327,82,,,,,
CT-RBG-1-25,3,30,4,48,37.5,,,,,
CT-RBG-1-25,3,20,1,426,77,,,,,
CT-RBG-1-25,3,20,2,251,51,,,,,
CT-RBG-1-25,3,20,3,182,35.5,,,,,
CT-RBG-1-25,3,20,4,164,40.5,,,,,
CT-RBG-1-25,3,10,1,127,46,,,,,
CT-RBG-1-25,3,10,2,185,38,,,,,
CT-RBG-1-25,3,10,3,222,130,,,,,
CT-RBG-1-25,3,10,4,92,58,,,,,
CT-RBG-1-16,1,50,1,190,35,,,,,
CT-RBG-1-16,1,50,2,431,54,,,,,
CT-RBG-1-16,1,50,3,159,34.5,,,,,
CT-RBG-1-16,1,50,4,422,36,,,,,
CT-RBG-1-16,1,40,1,415,31.5,,,,,
CT-RBG-1-16,1,40,2,76,40.5,,,,,
CT-RBG-1-16,1,40,3,377,135,,,,,
CT-RBG-1-16,1,40,4,478,160,,,,,
CT-RBG-1-16,1,30,1,740,36,,,,,
CT-RBG-1-16,1,30,2,143,82,,,,,
CT-RBG-1-16,1,30,3,500,49,,,,,
CT-RBG-1-16,1,30,4,250,69,,,,,
CT-RBG-1-16,1,20,1,239,54.5,,,,,
CT-RBG-1-16,1,20,2,470,35,,,,,
CT-RBG-1-16,1,20,3,183,183,,,,,
CT-RBG-1-16,1,20,4,925,73,,,,,
CT-RBG-1-16,1,10,1,238,39.5,,,,,
CT-RBG-1-16,1,10,2,168,65.5,,,,,
CT-RBG-1-16,1,10,3,273,66.5,,,,,
CT-RBG-1-16,1,10,4,105,102,,1,,,
CT-RBG-1-16,1,50,1,290,35,,,,,
CT-RBG-1-16,2,50,2,687,32.5,,,,,
CT-RBG-1-16,2,50,3,157,37,,,,,
CT-RBG-1-16,2,50,4,470,45,,,,,
CT-RBG-1-16,2,40,1,295,48,,,,,
CT-RBG-1-16,2,40,2,375,35.5,,,,,
CT-RBG-1-16,2,40,3,40,147,,,,,
CT-RBG-1-16,2,40,4,620,570,,,,,
CT-RBG-1-16,2,30,1,264,40,,,,,
CT-RBG-1-16,2,30,2,231,57.5,,1,,,
CT-RBG-1-16,2,30,3,500,112,,1,,,
CT-RBG-1-16,2,30,4,249,40,,,,,
CT-RBG-1-16,2,20,1,271,136,,,,,
CT-RBG-1-16,2,20,2,394,72,,,,,
CT-RBG-1-16,2,20,3,662,41.5,,,,,
CT-RBG-1-16,2,20,4,453,53.5,,,,,
CT-RBG-1-16,2,10,1,334,47,,,,,
CT-RBG-1-16,2,10,2,610,45,,,,,
CT-RBG-1-16,2,10,3,173,90,,,,,
CT-RBG-1-16,2,10,4,387,76.5,,,,,
CT-RBG-1-16,3,50,1,246,62.5,,,,,
CT-RBG-1-16,3,50,2,422,40.5,,,,,
CT-RBG-1-16,3,50,3,217,34,,,,,
CT-RBG-1-16,3,50,4,487,35,,,,,
CT-RBG-1-16,3,40,1,642,61,,,,,
CT-RBG-1-16,3,40,2,508,35,,,,,
CT-RBG-1-16,3,40,3,287,48.5,,1,1,,
CT-RBG-1-16,3,40,4,563,43.5,,,,,
CT-RBG-1-16,3,30,1,213,52.5,,,,,
CT-RBG-1-16,3,30,2,353,,,,,rep p40 q1,
CT-RBG-1-16,3,30,3,235,44.5,,,,,
CT-RBG-1-16,3,30,4,243,51,,,,,
CT-RBG-1-16,3,20,1,768,51.5,,,,,
CT-RBG-1-16,3,20,2,525,56,,,,,
CT-RBG-1-16,3,20,3,727,38,,,,,
CT-RBG-1-16,3,20,4,633,42,,,,,
CT-RBG-1-16,3,10,1,643,77,,,,,
CT-RBG-1-16,3,10,2,580,56.5,,,,,
CT-RBG-1-16,3,10,3,766,69,,,,,
CT-RBG-1-16,3,10,4,175,34,,,,,
CT-RBG-1-07,1,50,1,274,32,,,,,
CT-RBG-1-07,1,50,2,582,36.5,,,,,
CT-RBG-1-07,1,50,3,369,47.5,,,,,
CT-RBG-1-07,1,50,4,500,72.5,,,,,
CT-RBG-1-07,1,40,1,375,52,,,,,
CT-RBG-1-07,1,40,2,392,33,,1,1,,
CT-RBG-1-07,1,40,3,122,68.5,,,,,
CT-RBG-1-07,1,40,4,283,132.5,,,,,
CT-RBG-1-07,1,30,1,510,70,,,,,
CT-RBG-1-07,1,30,2,366,34,,,,,
CT-RBG-1-07,1,30,3,369,190,,,,,
CT-RBG-1-07,1,30,4,204,65,,,,,
CT-RBG-1-07,1,20,1,338,38.5,,,,,
CT-RBG-1-07,1,20,2,260,45.5,,,,,
CT-RBG-1-07,1,20,3,322,37,,,,,
CT-RBG-1-07,1,20,4,738,37,,,,,
CT-RBG-1-07,1,10,1,214,34,,,,,
CT-RBG-1-07,1,10,2,313,76,,,,,
CT-RBG-1-07,1,10,3,810,38,,,,,
CT-RBG-1-07,1,10,4,433,37,,,,,
CT-RBG-1-07,1,50,1,193,132,,,,,
CT-RBG-1-07,2,50,2,343,78,,,,,
CT-RBG-1-07,2,50,3,575,69,,,1,,
CT-RBG-1-07,2,50,4,834,35,,,,,
CT-RBG-1-07,2,40,1,307,46,,,,,
CT-RBG-1-07,2,40,2,151,37,,,,,
CT-RBG-1-07,2,40,3,0,0,,,,,
CT-RBG-1-07,2,40,4,500,42,,,,,
CT-RBG-1-07,2,30,1,243,54.5,,,,,
CT-RBG-1-07,2,30,2,498,39,,,,,
CT-RBG-1-07,2,30,3,333,79,,,1,,
CT-RBG-1-07,2,30,4,188,45,,,,,
CT-RBG-1-07,2,20,1,253,39,,,,,
CT-RBG-1-07,2,20,2,520,56.5,,,,,
CT-RBG-1-07,2,20,3,461,56.5,,,1,,
CT-RBG-1-07,2,20,4,500,43,,,1,,
CT-RBG-1-07,2,10,1,205,47,,,,,
CT-RBG-1-07,2,10,2,489,61,,,,,
CT-RBG-1-07,2,10,3,200,57,,,,,
CT-RBG-1-07,2,10,4,314,75,,,,,
CT-RBG-1-07,3,50,1,250,63,,,,,
CT-RBG-1-07,3,50,2,283,52,,,,,
CT-RBG-1-07,3,50,3,383,52,,,,,
CT-RBG-1-07,3,50,4,0,0,,,,,
CT-RBG-1-07,3,40,1,801,60,,,,,
CT-RBG-1-07,3,40,2,169,55,,,,,
CT-RBG-1-07,3,40,3,282,70,,,,,
CT-RBG-1-07,3,40,4,416,42.5,,,,,
CT-RBG-1-07,3,30,1,224,100.5,,,,,
CT-RBG-1-07,3,30,2,256,48,,,,,
CT-RBG-1-07,3,30,3,248,40,,,,,
CT-RBG-1-07,3,30,4,580,36.5,,,,,
CT-RBG-1-07,3,20,1,715,64.5,,,,,
CT-RBG-1-07,3,20,2,330,39,,,1,,
CT-RBG-1-07,3,20,3,505,51.5,,,,,
CT-RBG-1-07,3,20,4,304,80,,,,,
CT-RBG-1-07,3,10,1,678,54,,,,,
CT-RBG-1-07,3,10,2,76,74,,,,,
CT-RBG-1-07,3,10,3,372,64,,,,,
CT-RBG-1-07,3,10,4,128,95,,,,,
CT-RBG-1-30,1,50,1,344,51,,,,,
CT-RBG-1-30,1,50,2,330,82,,,,,
CT-RBG-1-30,1,50,3,163,32,,,,,
CT-RBG-1-30,1,50,4,264,37,,,,,
CT-RBG-1-30,1,40,1,440,71,,,,,
CT-RBG-1-30,1,40,2,280,92,,,,,
CT-RBG-1-30,1,40,3,417,34,,,,,
CT-RBG-1-30,1,40,4,86,96,,,,,
CT-RBG-1-30,1,30,1,340,42,,,,,
CT-RBG-1-30,1,30,2,196,96,,,,,
CT-RBG-1-30,1,30,3,570,123,,,,,
CT-RBG-1-30,1,30,4,800,75,,,,,
CT-RBG-1-30,1,20,1,90,32,,,,,
CT-RBG-1-30,1,20,2,343,32,,,,,
CT-RBG-1-30,1,20,3,358,32.5,,,,,
CT-RBG-1-30,1,20,4,300,127,,,,,
CT-RBG-1-30,1,10,1,372,51,,,,,
CT-RBG-1-30,1,10,2,0,0,,,,,
CT-RBG-1-30,1,10,3,0,0,,,,,
CT-RBG-1-30,1,10,4,402,104,,,,,
CT-RBG-1-30,1,50,1,513,83,,,,,
